Date,Open,High,Low,Close
2020-01-02,58.43806486420383,59.05072343406098,58.1553007533239,58.6265754699707
2020-01-03,57.20332856493195,58.18358091993133,57.08079971721281,57.69345474243164
2020-01-06,56.41158838481572,56.98654417801458,55.893186858265345,56.44929122924805
2020-01-07,56.80745472396823,58.53231831563234,56.68492229100104,58.07989501953125
2020-01-08,58.15530311098152,58.62657784673414,57.731155129695985,58.042198181152344
2020-01-09,58.62657597913791,59.239230958775174,57.693450450035186,58.4097900390625
2020-01-10,58.93761868627427,59.10727788277141,57.684029729424196,57.93851852416992
2020-01-13,57.9479443576902,58.39094378495338,57.81598799949464,58.25898742675781
2020-01-14,58.52289830798247,59.89901970821377,58.51347439506735,58.76795959472656
2020-01-15,58.720824010675464,58.78680217778479,57.825401405639695,58.3720817565918
2020-01-16,58.994168793273936,59.59739985140569,58.88106386875941,59.578548431396484
2020-01-17,60.125226016261145,60.144077435389704,58.937611779946124,59.239227294921875
2020-01-21,59.13556939157102,60.21949938249211,59.05073977527791,59.56914138793945
2020-01-22,60.040403128177005,60.88869551038402,59.964997443247874,60.219486236572266
2020-01-23,60.44569610027775,60.56823213605807,59.503150207450275,60.219486236572266
2020-01-24,61.077209838772106,61.19973868370336,58.070474664016906,58.43806838989258
2020-01-27,56.50583910850354,56.97711382401142,55.44075724470431,55.65754318237305
2020-01-28,56.326762860622075,56.88286727186625,55.535021047927685,56.732059478759766
2020-01-29,56.618945775649074,57.175050100881435,56.07226895851977,56.38330841064453
2020-01-30,58.00449439776188,58.46634161779927,56.006286961818695,56.788604736328125
2020-01-31,56.38330705150121,56.411582384047094,54.224867977159846,54.658443450927734
2020-02-03,55.308798821552664,56.788601085004125,55.289947402175756,56.2890510559082
2020-02-04,57.88196733432436,59.9932798942333,57.68403279307885,59.390045166015625
2020-02-05,60.30431801516163,60.73789352810183,59.25808746995077,60.13465881347656
2020-02-06,60.34201420653081,60.47397774878476,59.42774366103489,59.55970001220703
2020-02-07,59.22980426829388,59.36176060862524,58.089320360526436,58.16472244262695
2020-02-10,57.570922564219984,59.34291295473833,57.570922564219984,59.30521011352539
2020-02-11,59.94615255363202,60.98295566558896,59.70109124199284,60.747318267822266
2020-02-12,61.1997586674014,61.90667101585078,60.907570531189286,61.61448287963867
2020-02-13,62.91519693904672,65.45065811309303,62.161154249111426,63.49958038330078
2020-02-14,63.58440492477327,63.9991291136549,62.726688396321734,63.00944900512695
2020-02-18,60.73071683326075,62.40428306878679,60.371414829100864,61.610050201416016
2020-02-19,62.87705762190167,64.04949998477794,62.65958492525288,63.737483978271484
2020-02-20,63.349807673768936,63.68073806215228,61.666784086783856,62.78249740600586
2020-02-21,62.31920206808012,62.527210326442955,60.16341486619666,60.7685432434082
2020-02-24,57.79962512110839,58.480396909561954,57.10939611501324,57.752349853515625
2020-02-25,58.546573738656214,58.88696138244138,55.29398751102125,55.65328598022461
2020-02-26,56.33406745417452,57.44977742140145,56.078776693300654,56.551536560058594
2020-02-27,54.083731291849595,55.31290626525879,53.32731620104945,53.89462661743164
