Date,Open,High,Low,Close
2020-01-02,66.86783552352698,67.8730239868164,66.77262179859589,67.8730239868164
2020-01-03,66.84751358265558,68.12445823826381,66.81378810886194,67.5179672241211
2020-01-06,67.02751070483214,69.34287723228258,66.99627473144326,69.31758880615234
2020-01-07,69.44900962487809,69.59976407326137,69.00765768436452,69.18370056152344
2020-01-08,69.16931180182212,70.01383328257931,69.06071230813146,69.6761245727539
2020-01-09,70.51370271406968,70.84843766453115,69.93250773983897,70.40758514404297
2020-01-10,70.887623572567,71.15888019723822,70.39816911178163,70.8623275756836
2020-01-13,71.17423856104631,71.48318564833806,70.68429232295442,71.41128540039062
2020-01-14,71.40980138157744,71.54022369151787,70.80331039967703,70.94316101074219
2020-01-15,71.06365964443332,71.44847959482189,70.99621627063644,71.37012481689453
2020-01-16,71.6800692002155,71.94042198348346,71.40980383677255,71.91364288330078
2020-01-17,72.52755127820197,73.42066702183358,72.23050686888229,73.36959075927734
2020-01-21,73.34382322473569,73.8833703111752,72.9079269291361,73.50499725341797
2020-01-22,73.8759245867756,74.41397338110437,73.52532192544703,73.58531951904297
2020-01-23,73.76780203530112,74.06286392107879,73.40926181542616,73.62596893310547
2020-01-24,74.02913898316754,74.09757360680229,72.55928524517289,72.70756530761719
2020-01-27,70.99027408970458,71.2402073113937,70.3932038265922,70.99969482421875
2020-01-28,71.49608309873746,72.14373017574707,70.93174708981847,71.93049621582031
2020-01-29,72.32522928653594,72.60690544755049,71.67709035915647,72.23795318603516
2020-01-30,71.31557167668379,72.16604067283447,71.16184346943253,72.116455078125
2020-01-31,72.79137767304688,72.88113570169328,70.76809913606537,71.0517578125
2020-02-03,72.48342482845398,73.70582753071683,72.23349161238843,73.5223388671875
2020-02-04,72.12835848746417,72.76558597572388,70.51866160482743,71.6780776977539
2020-02-05,72.58062487826129,72.6287273771318,70.89803624268711,71.70982360839844
2020-02-06,72.00388176660935,73.47076180394428,71.92949959238207,73.19355010986328
2020-02-07,72.76807109346798,73.65374870960305,72.66988358975605,73.3492660522461
